127.0.0.1, 2017-01-21 01:37:29, GET, /ourhours/static/css/stupid.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 01:37:29, GET, /ourhours/static/css/examples.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 01:37:29, GET, /ourhours/static/js/jquery.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 01:37:29, GET, /ourhours/static/js/calendar.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 01:37:29, GET, /ourhours/static/js/web2py.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2017-01-21 01:39:52, GET, /ourhours/default/index, HTTP/1.1, 200, 0.012000
127.0.0.1, 2017-01-21 01:39:52, GET, /ourhours/static/css/calendar.css, HTTP/1.1, 200, 0.001000
127.0.0.1, 2017-01-21 01:39:52, GET, /ourhours/static/css/web2py.css, HTTP/1.1, 200, 0.001000
127.0.0.1, 2017-01-21 01:39:52, GET, /ourhours/static/css/stupid.css, HTTP/1.1, 200, 0.000000
127.0.0.1, 2017-01-21 01:39:52, GET, /ourhours/static/css/examples.css, HTTP/1.1, 200, 0.001000
127.0.0.1, 2017-01-21 01:39:52, GET, /ourhours/static/js/jquery.js, HTTP/1.1, 200, 0.001000
127.0.0.1, 2017-01-21 01:39:52, GET, /ourhours/static/js/calendar.js, HTTP/1.1, 200, 0.001000
127.0.0.1, 2017-01-21 01:39:52, GET, /ourhours/static/js/web2py.js, HTTP/1.1, 200, 0.001000
127.0.0.1, 2017-01-21 01:39:52, GET, /ourhours/default/main.js, HTTP/1.1, 404, 0.008000
127.0.0.1, 2017-01-21 01:39:52, GET, /ourhours/static/css/examples.css, HTTP/1.1, 200, 0.001000
127.0.0.1, 2017-01-21 01:39:52, GET, /ourhours/static/css/web2py.css, HTTP/1.1, 200, 0.010000
127.0.0.1, 2017-01-21 01:39:52, GET, /ourhours/static/css/calendar.css, HTTP/1.1, 200, 0.012000
127.0.0.1, 2017-01-21 01:39:52, GET, /ourhours/static/css/stupid.css, HTTP/1.1, 200, 0.012000
127.0.0.1, 2017-01-21 01:42:22, GET, /ourhours/default/index, HTTP/1.1, 200, 0.016000
127.0.0.1, 2017-01-21 01:42:22, GET, /ourhours/static/css/calendar.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 01:42:22, GET, /ourhours/static/css/web2py.css, HTTP/1.1, 304, 0.003000
127.0.0.1, 2017-01-21 01:42:22, GET, /ourhours/static/css/stupid.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2017-01-21 01:42:22, GET, /ourhours/static/css/examples.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 01:42:22, GET, /ourhours/static/js/jquery.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 01:42:22, GET, /ourhours/static/js/calendar.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 01:42:22, GET, /ourhours/static/js/web2py.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 01:42:22, GET, /js/main.js, HTTP/1.1, 400, 0.000000
127.0.0.1, 2017-01-21 01:42:29, GET, /js/main.js, HTTP/1.1, 400, 0.001000
127.0.0.1, 2017-01-21 01:45:39, GET, /ourhours/default/index, HTTP/1.1, 200, 0.011000
127.0.0.1, 2017-01-21 01:45:39, GET, /js/main.js, HTTP/1.1, 400, 0.000000
127.0.0.1, 2017-01-21 01:45:43, GET, /, HTTP/1.1, 303, 0.000000
127.0.0.1, 2017-01-21 01:45:43, GET, /welcome/default/index, HTTP/1.1, 200, 0.051000
127.0.0.1, 2017-01-21 01:45:43, GET, /welcome/static/css/bootstrap.min.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 01:45:43, GET, /welcome/static/js/modernizr-2.8.3.min.js, HTTP/1.1, 304, 0.006000
127.0.0.1, 2017-01-21 01:45:43, GET, /welcome/static/css/web2py-bootstrap3.css, HTTP/1.1, 304, 0.007000
127.0.0.1, 2017-01-21 01:45:43, GET, /welcome/static/js/jquery.js, HTTP/1.1, 304, 0.001000

127.0.0.1, 2017-01-21 01:45:43, GET, /welcome/static/css/calendar.css, HTTP/1.1, 304, 0.002000
127.0.0.1, 2017-01-21 01:45:43, GET, /welcome/static/js/web2py.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2017-01-21 01:45:43, GET, /welcome/static/js/web2py-bootstrap3.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2017-01-21 01:45:43, GET, /welcome/static/js/bootstrap.min.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 01:45:43, GET, /welcome/static/fonts/glyphicons-halflings-regular.woff2, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 01:45:43, GET, /welcome/static/images/twitter.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2017-01-21 01:45:43, GET, /welcome/static/images/facebook.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 01:45:43, GET, /welcome/static/images/gplus-32.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 01:45:43, GET, /welcome/static/images/background.jpg, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 01:45:45, GET, /admin/default/site, HTTP/1.1, 200, 0.086000
127.0.0.1, 2017-01-21 01:45:47, GET, /ourhours/default/index, HTTP/1.1, 200, 0.019000
127.0.0.1, 2017-01-21 01:45:47, GET, /js/main.js, HTTP/1.1, 400, 0.001000
127.0.0.1, 2017-01-21 01:45:49, GET, /admin/default/site, HTTP/1.1, 200, 0.090000
127.0.0.1, 2017-01-21 01:45:51, GET, /admin/default/design/ourhours, HTTP/1.1, 200, 0.227000
127.0.0.1, 2017-01-21 01:45:51, GET, /admin/static/_2.14.6/images/search.png, HTTP/1.1, 200, 0.001000
127.0.0.1, 2017-01-21 01:45:51, GET, /admin/static/_2.14.6/images/help.png, HTTP/1.1, 200, 0.000000
127.0.0.1, 2017-01-21 01:45:51, GET, /admin/static/_2.14.6/images/delete_icon.png, HTTP/1.1, 200, 0.003000
127.0.0.1, 2017-01-21 01:45:51, GET, /admin/static/_2.14.6/images/test_icon.png, HTTP/1.1, 200, 0.002000
127.0.0.1, 2017-01-21 01:46:39, GET, /admin/default/design/ourhours, HTTP/1.1, 200, 0.170000
127.0.0.1, 2017-01-21 01:46:39, GET, /admin/static/_2.14.6/js/jquery.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2017-01-21 01:46:39, GET, /admin/static/_2.14.6/css/calendar.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2017-01-21 01:46:39, GET, /admin/static/_2.14.6/js/calendar.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 01:46:39, GET, /admin/static/_2.14.6/js/web2py.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2017-01-21 01:46:39, GET, /admin/static/_2.14.6/plugin_multiselect/jquery.multi-select.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 01:46:39, GET, /admin/static/_2.14.6/plugin_multiselect/multi-select.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 01:46:39, GET, /admin/static/_2.14.6/plugin_multiselect/start.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2017-01-21 01:46:39, GET, /admin/static/_2.14.6/plugin_statebutton/js/bootstrap-switch.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 01:46:39, GET, /admin/static/_2.14.6/plugin_statebutton/css/bootstrap-switch.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2017-01-21 01:46:39, GET, /admin/static/_2.14.6/css/bootstrap.min.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 01:46:39, GET, /admin/static/_2.14.6/css/bootstrap_essentials.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 01:46:39, GET, /admin/static/_2.14.6/css/bootstrap-responsive.min.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 01:46:39, GET, /admin/static/_2.14.6/images/search.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 01:46:40, GET, /admin/static/_2.14.6/images/help.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 01:46:40, GET, /admin/static/_2.14.6/images/delete_icon.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 01:46:40, GET, /admin/static/_2.14.6/images/test_icon.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 01:46:40, GET, /admin/static/_2.14.6/js/bootstrap.min.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2017-01-21 01:46:44, GET, /admin/default/index, HTTP/1.1, 303, 0.013000
127.0.0.1, 2017-01-21 01:46:44, GET, /admin/default/site, HTTP/1.1, 200, 0.072000
127.0.0.1, 2017-01-21 01:46:46, GET, /ourhours/default/index, HTTP/1.1, 200, 0.014000
127.0.0.1, 2017-01-21 01:46:46, GET, /static/js/main.js, HTTP/1.1, 404, 0.002000
127.0.0.1, 2017-01-21 01:46:52, GET, /ourhours/static/css/calendar.css, HTTP/1.1, 200, 0.008000
127.0.0.1, 2017-01-21 01:46:52, GET, /ourhours/static/css/examples.css, HTTP/1.1, 200, 0.006000
127.0.0.1, 2017-01-21 01:46:52, GET, /ourhours/static/css/stupid.css, HTTP/1.1, 200, 0.007000
127.0.0.1, 2017-01-21 01:46:52, GET, /ourhours/static/css/web2py.css, HTTP/1.1, 200, 0.001000
127.0.0.1, 2017-01-21 01:46:55, GET, /ourhours/default/index, HTTP/1.1, 200, 0.017000
127.0.0.1, 2017-01-21 01:46:55, GET, /ourhours/static/css/calendar.css, HTTP/1.1, 304, 0.002000
127.0.0.1, 2017-01-21 01:46:55, GET, /ourhours/static/css/web2py.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2017-01-21 01:46:55, GET, /ourhours/static/css/stupid.css, HTTP/1.1, 304, 0.002000
127.0.0.1, 2017-01-21 01:46:55, GET, /ourhours/static/css/examples.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2017-01-21 01:46:55, GET, /ourhours/static/js/jquery.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2017-01-21 01:46:55, GET, /ourhours/static/js/calendar.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2017-01-21 01:46:55, GET, /ourhours/static/js/web2py.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2017-01-21 01:46:55, GET, /static/js/main.js, HTTP/1.1, 404, 0.000000
127.0.0.1, 2017-01-21 01:47:06, GET, /static/js/main.js, HTTP/1.1, 404, 0.001000
127.0.0.1, 2017-01-21 01:47:25, GET, /ourhours/static/js/main.js, HTTP/1.1, 200, 0.001000
127.0.0.1, 2017-01-21 01:47:33, GET, /ourhours/default/index, HTTP/1.1, 200, 0.017000
127.0.0.1, 2017-01-21 01:47:33, GET, /static/js/main.js, HTTP/1.1, 404, 0.000000
127.0.0.1, 2017-01-21 01:47:34, GET, /admin/default/site, HTTP/1.1, 200, 0.111000
127.0.0.1, 2017-01-21 01:47:36, GET, /ourhours/default/index, HTTP/1.1, 200, 0.023000
127.0.0.1, 2017-01-21 01:47:36, GET, /static/js/main.js, HTTP/1.1, 404, 0.001000
127.0.0.1, 2017-01-21 01:47:51, GET, /ourhours/default/index, HTTP/1.1, 200, 0.015000
127.0.0.1, 2017-01-21 01:47:51, GET, /ourhours/static/css/calendar.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2017-01-21 01:47:51, GET, /ourhours/static/css/web2py.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 01:47:51, GET, /ourhours/static/css/stupid.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 01:47:51, GET, /ourhours/static/css/examples.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 01:47:51, GET, /ourhours/static/js/jquery.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 01:47:52, GET, /ourhours/static/js/calendar.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 01:47:52, GET, /ourhours/static/js/web2py.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2017-01-21 01:47:52, GET, /ourhours/static/js/main.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2017-01-21 02:01:44, GET, /ourhours/default/index, HTTP/1.1, 200, 0.019000
127.0.0.1, 2017-01-21 02:01:44, GET, /ourhours/static/css/calendar.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:01:44, GET, /ourhours/static/css/web2py.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2017-01-21 02:01:44, GET, /ourhours/static/css/stupid.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:01:44, GET, /ourhours/static/css/examples.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:01:46, GET, /admin/default/site, HTTP/1.1, 200, 0.061000
127.0.0.1, 2017-01-21 02:01:48, GET, /ourhours/default/index, HTTP/1.1, 200, 0.019000
127.0.0.1, 2017-01-21 02:05:58, GET, /ourhours/default/index, HTTP/1.1, 200, 0.025000
127.0.0.1, 2017-01-21 02:05:58, GET, /ourhours/static/css/calendar.css, HTTP/1.1, 304, 0.002000
127.0.0.1, 2017-01-21 02:05:58, GET, /ourhours/static/css/web2py.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:05:58, GET, /ourhours/static/css/stupid.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:05:58, GET, /ourhours/static/css/examples.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2017-01-21 02:05:58, GET, /ourhours/static/js/jquery.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2017-01-21 02:05:58, GET, /ourhours/static/js/calendar.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:05:58, GET, /ourhours/static/js/web2py.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:05:58, GET, /ourhours/static/js/main.js, HTTP/1.1, 200, 0.001000
127.0.0.1, 2017-01-21 02:06:44, GET, /ourhours/default/index, HTTP/1.1, 200, 0.014000
127.0.0.1, 2017-01-21 02:06:44, GET, /ourhours/static/css/calendar.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:06:44, GET, /ourhours/static/css/web2py.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:06:44, GET, /ourhours/static/css/stupid.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2017-01-21 02:06:44, GET, /ourhours/static/css/examples.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:06:44, GET, /ourhours/static/js/jquery.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:06:44, GET, /ourhours/static/js/calendar.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2017-01-21 02:06:44, GET, /ourhours/static/js/web2py.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2017-01-21 02:06:44, GET, /ourhours/static/js/main.js, HTTP/1.1, 200, 0.001000
127.0.0.1, 2017-01-21 02:18:56, GET, /ourhours/default/index, HTTP/1.1, 200, 0.013000
127.0.0.1, 2017-01-21 02:18:56, GET, /ourhours/static/css/calendar.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:18:56, GET, /ourhours/static/css/calendar.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:18:56, GET, /ourhours/static/css/web2py.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:18:56, GET, /ourhours/static/css/web2py.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:18:56, GET, /ourhours/static/css/stupid.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:18:56, GET, /ourhours/static/css/stupid.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2017-01-21 02:18:56, GET, /ourhours/static/css/examples.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:18:56, GET, /ourhours/static/css/examples.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:18:56, GET, /ourhours/static/js/jquery.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2017-01-21 02:18:57, GET, /ourhours/static/js/calendar.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2017-01-21 02:18:57, GET, /ourhours/static/js/web2py.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:18:57, GET, /ourhours/static/js/main.js, HTTP/1.1, 200, 0.000000
127.0.0.1, 2017-01-21 02:36:49, GET, /ourhours/default/index, HTTP/1.1, 200, 0.059000
127.0.0.1, 2017-01-21 02:36:49, GET, /ourhours/static/css/calendar.css, HTTP/1.1, 304, 0.002000
127.0.0.1, 2017-01-21 02:36:49, GET, /ourhours/static/css/calendar.css, HTTP/1.1, 304, 0.003000
127.0.0.1, 2017-01-21 02:36:50, GET, /ourhours/static/css/web2py.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:36:50, GET, /ourhours/static/css/web2py.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:36:50, GET, /ourhours/static/css/stupid.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2017-01-21 02:36:50, GET, /ourhours/static/css/examples.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:36:50, GET, /ourhours/static/js/jquery.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:36:50, GET, /ourhours/static/js/calendar.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2017-01-21 02:36:50, GET, /ourhours/static/js/web2py.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2017-01-21 02:36:50, GET, /ourhours/default/static/js/main.js, HTTP/1.1, 404, 0.009000
127.0.0.1, 2017-01-21 02:36:55, GET, /ourhours/default/static/js/main.js, HTTP/1.1, 404, 0.007000
127.0.0.1, 2017-01-21 02:37:03, GET, /ourhours/default/js/main.js, HTTP/1.1, 404, 0.011000
127.0.0.1, 2017-01-21 02:37:14, GET, /ourhours/static/js/main.js, HTTP/1.1, 200, 0.002000
127.0.0.1, 2017-01-21 02:37:26, GET, /ourhours/default/index, HTTP/1.1, 200, 0.024000
127.0.0.1, 2017-01-21 02:37:26, GET, /ourhours/static/css/calendar.css, HTTP/1.1, 304, 0.002000
127.0.0.1, 2017-01-21 02:37:26, GET, /ourhours/static/css/web2py.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:37:26, GET, /ourhours/static/css/stupid.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:37:26, GET, /ourhours/static/css/examples.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:37:26, GET, /ourhours/static/js/jquery.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2017-01-21 02:37:26, GET, /ourhours/static/js/calendar.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:37:26, GET, /ourhours/static/js/web2py.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:37:27, GET, /default/static/js/main.js, HTTP/1.1, 404, 0.001000
127.0.0.1, 2017-01-21 02:37:31, GET, /default/static/js/main.js, HTTP/1.1, 404, 0.001000
127.0.0.1, 2017-01-21 02:37:44, GET, /ourhours/default/index, HTTP/1.1, 200, 0.016000
127.0.0.1, 2017-01-21 02:37:44, GET, /ourhours/static/css/calendar.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:37:44, GET, /ourhours/static/css/web2py.css, HTTP/1.1, 304, 0.002000
127.0.0.1, 2017-01-21 02:37:44, GET, /ourhours/static/css/stupid.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:37:44, GET, /ourhours/static/css/examples.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:37:44, GET, /ourhours/static/js/jquery.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:37:44, GET, /ourhours/static/js/calendar.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:37:45, GET, /ourhours/static/js/web2py.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:37:45, GET, /ourhours/default/static/js/main.js, HTTP/1.1, 404, 0.009000
127.0.0.1, 2017-01-21 02:37:46, GET, /ourhours/static/js/main.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:37:55, GET, /ourhours/default/index, HTTP/1.1, 200, 0.017000
127.0.0.1, 2017-01-21 02:37:55, GET, /ourhours/static/css/calendar.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:37:55, GET, /ourhours/static/css/web2py.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:37:55, GET, /ourhours/static/css/stupid.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2017-01-21 02:37:55, GET, /ourhours/static/css/examples.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:37:55, GET, /ourhours/static/js/jquery.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2017-01-21 02:37:56, GET, /ourhours/static/js/calendar.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:37:56, GET, /ourhours/static/js/web2py.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:37:56, GET, /ourhours/static/js/main.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:38:28, GET, /ourhours/default/index, HTTP/1.1, 200, 0.021000
127.0.0.1, 2017-01-21 02:38:28, GET, /ourhours/static/css/calendar.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:38:28, GET, /ourhours/static/css/web2py.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:38:28, GET, /ourhours/static/css/stupid.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:38:28, GET, /ourhours/static/css/examples.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2017-01-21 02:38:28, GET, /ourhours/static/js/jquery.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:38:28, GET, /ourhours/static/js/calendar.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:38:28, GET, /ourhours/static/js/web2py.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:38:28, GET, /ourhours/static/js/main.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:39:38, GET, /ourhours/default/index, HTTP/1.1, 200, 0.024000
127.0.0.1, 2017-01-21 02:39:38, GET, /ourhours/static/css/calendar.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:39:38, GET, /ourhours/static/css/web2py.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:39:38, GET, /ourhours/static/css/stupid.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:39:38, GET, /ourhours/static/css/examples.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:39:38, GET, /ourhours/static/js/jquery.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:39:38, GET, /ourhours/static/js/calendar.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:39:38, GET, /ourhours/static/js/web2py.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:39:39, GET, /ourhours/static/js/main.js, HTTP/1.1, 200, 0.000000
127.0.0.1, 2017-01-21 02:42:00, GET, /ourhours/default/index, HTTP/1.1, 200, 0.021000
127.0.0.1, 2017-01-21 02:42:00, GET, /ourhours/static/css/calendar.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:42:00, GET, /ourhours/static/css/web2py.css, HTTP/1.1, 304, 0.002000
127.0.0.1, 2017-01-21 02:42:00, GET, /ourhours/static/css/stupid.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:42:00, GET, /ourhours/static/css/examples.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:42:00, GET, /ourhours/static/js/jquery.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:42:00, GET, /ourhours/static/js/calendar.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:42:00, GET, /ourhours/static/js/web2py.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:42:01, GET, /ourhours/static/js/main.js, HTTP/1.1, 200, 0.001000
127.0.0.1, 2017-01-21 02:42:11, GET, /ourhours/default/index, HTTP/1.1, 200, 0.019000
127.0.0.1, 2017-01-21 02:42:12, GET, /ourhours/static/js/main.js, HTTP/1.1, 304, 0.003000
127.0.0.1, 2017-01-21 02:42:50, GET, /ourhours/default/index, HTTP/1.1, 200, 0.061000
127.0.0.1, 2017-01-21 02:42:50, GET, /ourhours/static/css/calendar.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2017-01-21 02:42:50, GET, /ourhours/static/css/web2py.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2017-01-21 02:42:50, GET, /ourhours/static/css/stupid.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2017-01-21 02:42:50, GET, /ourhours/static/css/examples.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:42:50, GET, /ourhours/static/js/jquery.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2017-01-21 02:42:51, GET, /ourhours/static/js/calendar.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2017-01-21 02:42:51, GET, /ourhours/static/js/web2py.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2017-01-21 02:42:51, GET, /ourhours/static/js/main.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:42:57, GET, /ourhours/default/index, HTTP/1.1, 200, 0.026000
127.0.0.1, 2017-01-21 02:44:16, GET, /ourhours/default/index, HTTP/1.1, 200, 0.017000
127.0.0.1, 2017-01-21 02:44:16, GET, /ourhours/static/css/calendar.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2017-01-21 02:44:16, GET, /ourhours/static/css/web2py.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:44:16, GET, /ourhours/static/css/stupid.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:44:16, GET, /ourhours/static/css/examples.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:44:16, GET, /ourhours/static/js/jquery.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:44:16, GET, /ourhours/static/js/calendar.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:44:16, GET, /ourhours/static/js/web2py.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:44:17, GET, /ourhours/static/js/main.js, HTTP/1.1, 200, 0.001000
127.0.0.1, 2017-01-21 02:45:42, GET, /ourhours/default/index, HTTP/1.1, 200, 0.011000
127.0.0.1, 2017-01-21 02:46:34, GET, /ourhours/default/index, HTTP/1.1, 200, 0.019000
127.0.0.1, 2017-01-21 02:46:34, GET, /ourhours/static/css/calendar.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:46:34, GET, /ourhours/static/css/web2py.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2017-01-21 02:46:34, GET, /ourhours/static/css/stupid.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2017-01-21 02:46:34, GET, /ourhours/static/css/examples.css, HTTP/1.1, 304, 0.000000
